OBJECTID_1,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,FIPS,County_Name,Percent_Pop__25_3,Percent_Pop__100_20,Percent_Pop__Fiber,Up_Down_Ratio,Hhld__Density,Percent_Age_Home,Percent_Pop__No_Prov_,Percent_Pop__DSL_Only,Availability,Percent_Bbnd__Sub,Percent_Ages_18_34,Percent_Bach_,Percent_Hhlds__Children,Percent_Work_from_home,Percent_Ages_65_and_over,Percent_No_Int__Access,Percent_No_Comp__Devices,Percent_Poverty,Percent_Disability,Percent_Lim__English,Adoption,YEAR,Shape__Area,Shape__Length
11,37001020801,Census Tract 208.01,11909863,138041,+36.0490131,-79.4493095,11,37001020801,Alamance,100,100,23.9401496259352,0.24,155.269219194219,3.690036900369,0,0,84.8265708923982,61.3445378151261,16.953316953317,11.2565445026178,27.7310924369748,0,21.6830466830467,26.3305322128852,23.249299719888,16.5233415233415,18.0589680589681,2.10084033613445,25.3231146450412,2017,129674063.247314,68523.7792817303
12,37001020902,Census Tract 209.02,10254580,206306,+36.0292540,-79.4128455,14,37001020902,Alamance,100,100,16.9505724657917,0.228571428571429,356.653546942402,1.72176308539945,0,0,83.8698626869472,77.6912181303116,14.8997134670487,22.7290757635859,32.7903682719547,2.14689265536723,19.7421203438395,11.8271954674221,7.36543909348442,11.4040114613181,12.5898246622593,0,41.493359566661,2017,112591741.028931,47742.4823331086
13,37001021101,Census Tract 211.01,8077708,61403,+36.0690884,-79.3767636,16,37001021101,Alamance,100,100,1.32427843803056,0.2,348.21113373706,1.13913751017087,0,0,81.7046662389388,58.5635359116022,20.2333065164924,24.2460796139928,31.767955801105,2.13333333333333,17.7795655671762,23.3885819521179,13.9963167587477,14.7236789027834,21.4400643604183,0.736648250460405,32.6463573326353,2017,87603808.4606934,44810.9829217383
14,37001021102,Census Tract 211.02,10778467,211100,+36.0377304,-79.3746745,17,37001021102,Alamance,100,100,0,0.24,341.45685879374,3.64618501012829,0,0,82.2071196702808,57.7762139338494,20.48549437537,23.6741620704285,31.4567206192822,2.44413407821229,21.1959739490823,24.2786769880366,15.7635467980296,24.4402985074627,14.8425319613346,0,32.2454300006323,2017,118282534.300659,50029.4819196637
15,37001021201,Census Tract 212.01,35120321,2208543,+36.1058538,-79.3538343,18,37001021201,Alamance,99.4569977228937,99.4569977228937,0,0.0426666666666667,156.828271771703,1.578073089701,0,0.543002277106323,80.1212423964161,48.4007525870179,17.5354541970103,11.0601719197708,33.2549388523048,1.39515798112433,15.0249137600613,35.6067732831609,18.6265286923801,17.6312763510924,12.9168263702568,3.43367826904986,28.0780317408609,2017,401789999.513794,120421.709415286
16,37001021204,Census Tract 212.04,33305334,337584,+36.0441127,-79.3189482,19,37001021204,Alamance,99.5061198196264,99.5061198196264,18.5097702383509,0.05,143.34438656208,7.56562017498713,0.472407129053038,0.0214730513205927,82.8634621037823,68.7330070690593,19.3988488595182,22.6753166512203,32.6808047852094,1.79982440737489,15.6469835855894,13.4312126155519,8.37411636759108,12.2752497225305,14.0088105726872,0.163132137030995,40.9027450288738,2017,362105244.928223,103404.222860485
17,37001021205,Census Tract 212.05,11693137,90621,+36.0716991,-79.2842624,20,37001021205,Alamance,99.9400479616307,99.9400479616307,13.9488409272582,0.125,544.911462735562,22.3177570093458,0.0599520383693046,0,86.2687862696341,73.0392156862745,25.3634085213033,35.7907845579078,32.7205882352941,3.8433908045977,12.1470342522974,14.7875816993464,13.6846405228758,9.81481481481481,12.0496061672532,0,46.2488612432157,2017,126832546.378418,56559.9430213345
18,37001021206,Census Tract 212.06,12970000,80013,+36.0854351,-79.3059161,21,37001021206,Alamance,100,100,4.46525811370072,0.1875,380.298907667062,11.6300794021485,0,0,83.7116337480051,72.7701993704092,21.771714066103,33.5109717868339,43.8614900314795,4.83226837060703,9.05073020753267,12.2245540398741,9.39139559286464,15.1649623770017,14.0661029976941,3.14795383001049,46.8579748475224,2017,140462561.825562,59114.0921794046
19,37001021207,Census Tract 212.07,11929846,858753,+36.1053504,-79.2949549,22,37001021207,Alamance,100,100,9.42094209420942,0.0833333333333333,290.511897467083,3.86924616410941,0,0,82.2429587981448,61.9442351168048,19.9510403916769,27.3408239700375,26.6013564431047,12.5463535228677,17.1664626682987,20.723436322532,14.9208741522231,14.0758873929009,17.0440636474908,0,40.6820266369751,2017,137650241.84021,74124.4254977346
20,37001021300,Census Tract 213,135258628,3674293,+36.1793834,-79.3074411,23,37001021300,Alamance,92.0348570554961,92.0348570554961,0.779697293991744,0.125,44.6863168047079,2.21967087638729,1.68170004586455,6.28344289863935,76.6281886457674,60.4522184300341,14.5269716346942,19.5627419722159,33.0631399317406,1.92857142857143,17.560255779636,24.7440273037543,13.9931740614334,14.1046741277156,15.0172896426807,1.45051194539249,33.418240668758,2017,1495471613.10803,175182.644587933
21,37001021400,Census Tract 214,65185992,4520234,+36.1981840,-79.4230180,24,37001021400,Alamance,79.6782091640434,79.6782091640434,0,0.2,49.2693995214387,0.682335102350265,13.256383350822,0.874431619447359,61.9506916161706,48.72,12.972972972973,13.135593220339,24.88,1.17548278757347,21.5495495495496,33.04,24.56,18.3783783783784,22.9189189189189,0.16,20.6284268255817,2017,750317999.261841,162596.249749896
22,37001021500,Census Tract 215,91556007,2221943,+36.1916118,-79.4835828,25,37001021500,Alamance,98.6306806906132,98.6306806906132,0,0.266666666666667,54.4376836134089,7.42379547689282,0.0595356221472514,0,82.2581298466859,65.650826446281,16.2324649298597,13.7417218543046,38.7913223140496,2.15396888711607,15.310621242485,18.595041322314,13.2747933884298,11.1022044088176,15.2705410821643,0.464876033057851,38.1034049749516,2017,1009432420.07141,160142.586294118
23,37001021600,Census Tract 216,33246350,808574,+36.1447926,-79.5202660,26,37001021600,Alamance,100,100,6.97578990562167,0.2,172.348700528402,3.90008764241893,0,0,82.5848565233485,69.7160883280757,44.9913758789969,17.4770769658238,37.6746282109058,3.37958022056208,10.2029985405334,18.4317260027039,10.0495718792249,13.092633114515,8.73026403078148,0.991437584497521,49.3085829977815,2017,366556818.445801,96897.3478681421
24,37001021702,Census Tract 217.02,5494306,44880,+36.0930886,-79.5083273,28,37001021702,Alamance,100,100,0,0.0426666666666667,845.651768411855,1.66753517457009,0,0,81.2350655021202,84.3279419966536,40.5030515997781,52.560842717036,21.9743446737312,4.54545454545455,14.9990752727945,7.9196876742889,5.46569994422755,19.4052528760582,8.02837938760269,1.00390407138873,51.9247301114301,2017,59620696.4802246,38140.0963088955
25,37001021703,Census Tract 217.03,23249464,2489694,+36.0544437,-79.5186281,29,37001021703,Alamance,99.8916967509025,99.8916967509025,26.6787003610108,0.05,277.505633980103,13.9597834493426,0.108303249097473,0,85.5290544001353,83.3400402414487,32.2993931220499,38.7674418604651,20,4.18410041841004,17.211732973702,8.12877263581489,7.12273641851107,17.133583874274,10.9839426033481,5.67404426559356,43.4190623823109,2017,277036322.317749,86407.0819373192
26,37001021801,Census Tract 218.01,81091369,1845429,+35.9869584,-79.4822243,30,37001021801,Alamance,92.0802315963606,91.9768403639371,13.2961124896609,0.2,60.3604456780765,5.64053537284895,0.227460711331679,5.35566583953681,80.9392231963837,56.984126984127,10.0153407845716,22.3123123123123,28.1481481481481,2.05446727185858,21.9373219373219,24.7619047619048,16.4550264550265,10.913872452334,18.9070074922873,0,29.4819112895463,2017,892639791.000122,145542.392394884
27,37001021802,Census Tract 218.02,72581603,644149,+35.9390360,-79.4437274,31,37001021802,Alamance,99.1492652745553,98.9688063934004,0,0.08,53.4543564609231,0,0.721835524619747,0.309358081979892,79.1226233286157,61.4819759679573,19.4812212915428,16.3915547024952,39.7196261682243,3.68314833501514,11.0240475547149,21.4285714285714,12.0827770360481,12.2615803814714,15.45528235612,0,40.5798623941154,2017,788106039.463867,143056.224995763
28,37001021803,Census Tract 218.03,94817067,1449589,+35.8777839,-79.4773039,32,37001021803,Alamance,87.085785072778,76.9588107773304,41.3131000309693,0.0666666666666667,32.4351710154763,3.6697247706422,3.2517807370703,8.73335397956023,77.304202801319,45.1558550968829,20.489396411093,10.787037037037,35.5518112889638,2.45098039215686,12.1696574225122,26.8744734625105,17.4389216512216,14.8776508972268,13.931484502447,0,34.0708322000153,2017,1036061150.88855,157853.296017285
29,37001021901,Census Tract 219.01,55436302,1335221,+35.9861226,-79.3694459,33,37001021901,Alamance,99.4563028594442,99.4563028594442,0,0.2,80.8381916699469,3.61923648983639,0.543697140555779,0,80.8627876160389,70.8092485549133,12.5233644859813,19.1232528589581,31.1560693641618,3.32518337408313,16.9392523364486,17.514450867052,12.6589595375723,8.42327545753168,13.9252336448598,0,38.7534823540029,2017,611023379.839478,141532.959045078
30,37001021902,Census Tract 219.02,122168458,1890991,+35.8920580,-79.3325996,34,37001021902,Alamance,97.6258116883117,97.6258116883117,11.0186688311688,0.05,39.3181538801409,4.55010224948875,1.96834415584416,0.344967532467532,79.2471524702827,67.0086393088553,22.8552573691157,18.6939028164655,29.1576673866091,3.36391437308868,14.8482182138143,14.14686825054,9.39524838012959,7.30312362516498,14.5842498900132,1.5658747300216,40.7735741185421,2017,1335183620.97766,160489.757760768
31,37001022001,Census Tract 220.01,29404204,1156708,+35.9971376,-79.3342039,35,37001022001,Alamance,100,100,2.12112754674853,0.05,136.967949595188,4.92825951341235,0,0,81.108331878219,67.3311897106109,16.6005946481665,26.632801161103,34.2765273311897,2.02469135802469,14.4697720515362,15.8842443729904,9.2604501607717,10.6541129831516,12.8840436075322,3.79421221864952,39.3979229514109,2017,328925524.024658,97152.8917460221
32,37001022002,Census Tract 220.02,54949154,813628,+35.9765360,-79.2885164,36,37001022002,Alamance,100,99.7619047619048,6.32034632034632,0.05,83.6098402394471,1.33676092544987,0,0.238095238095238,80.915757364233,70.8896396396396,15.3347732181425,24.7020933977456,32.0945945945946,5.67663456664977,17.8305735541157,21.5653153153153,9.34684684684685,12.5269978401728,13.2229421646268,4.05405405405405,38.293109167376,2017,600165922.162842,145997.626911204
33,37003040200,Census Tract 402,170677975,82398,+35.9824254,-81.2466687,38,37003040200,Alexander,53.9717891610987,50.6805246226182,2.47463499133878,0.08,23.737311092809,1.24661246612466,12.9175946547884,9.97277901509527,55.2200567391549,35.997442455243,16.9900497512438,11.8375774260151,26.0230179028133,2.83806343906511,21.2935323383085,32.5447570332481,28.6445012787724,11.5174129353234,16.3681592039801,0,23.9828158944317,2017,1837868688.84106,230175.709152511
34,37003040400,Census Tract 404,51605989,245657,+35.9190953,-81.1748648,40,37003040400,Alexander,98.4984074017898,98.4680721977855,0,0.0512,128.731535214582,2.28325612177366,0,0.940391324131655,80.007025852567,52.5925925925926,18.3309352517986,9.1607810552555,30.9551656920078,0.625459896983076,21.2517985611511,34.0740740740741,24.5614035087719,16.8125834693575,17.4325526237771,0.935672514619883,24.6621003059326,2017,558057834.923279,118642.182988541
35,37003040500,Census Tract 405,111152703,1354805,+35.8648730,-81.0966473,41,37003040500,Alexander,87.849662889112,87.849662889112,0,0.0512,62.5333056861073,0,1.39147898436379,0.631186343422751,75.8568565564229,51.4722325754752,22.3816548209736,10.8712871287129,34.0290719344018,2.58988421694089,14.9255732868446,37.4207976146105,29.9664554603056,19.5617101371336,18.7608958026016,5.14349608647037,23.8672614395225,2017,1210845548.09906,186150.030281235
36,37003040600,Census Tract 406,71322353,3461195,+35.8589883,-81.1904403,42,37003040600,Alexander,99.3828137363507,99.1296091153664,0,0.08,71.8650760695082,2.38593553788196,0.0791264440576041,0,80.3266567257898,62.5568468923699,24.1597337770383,10.5788423153693,25.7200606366852,2.414718282867,15.9567387687188,26.2758969176352,22.5366346639717,8.69827239855364,20.1285656890317,0,31.518864998811,2017,804843865.931396,135020.004976327
37,37005950100,Census Tract 9501,236830351,1293663,+36.4789174,-81.0089881,44,37005950100,Alleghany,94.7110675808031,94.7110675808031,87.3163565132223,0.0666666666666667,18.9631327391205,0.257879656160458,2.79138099902057,2.4975514201763,85.9912966144126,54.7482837528604,15.5287157998521,19.8684210526316,29.233409610984,3.0823947836396,25.5361104264235,27.9176201372998,18.649885583524,20.3598718264728,22.5782597978802,1.7162471395881,24.4998050642845,2017,2563668342.96094,255178.600347868
38,37005950200,Census Tract 9502,77629713,576352,+36.5265582,-81.1375390,45,37005950200,Alleghany,95.1582867783985,95.1582867783985,95.1582867783985,0.05,54.3502103914522,0.738347946469774,3.85740888534185,0.984304336259644,86.0188254612107,51.7199017199017,16.0625814863103,14.1104294478528,31.019656019656,1.50793650793651,23.2333767926988,34.029484029484,29.1769041769042,28.582974137931,19.2618534482759,3.43980343980344,19.1511420851149,2017,841998541.16272,145793.566976034
39,37005950300,Census Tract 9503,292640931,1845024,+36.4954260,-81.2321276,46,37005950300,Alleghany,93.1261770244821,93.1261770244821,93.1261770244821,0.05,12.0963435416086,1.52855993563958,6.08913998744507,0.784682988072819,82.9518149644276,67.8623718887262,13.1777850805127,22.158154859967,19.3997071742313,8.14814814814815,26.4541570818271,24.5241581259151,19.692532942899,12.4548143279658,24.4166940519224,2.19619326500732,27.2137339461391,2017,3170485386.83313,328611.8991592
40,37009970200,Census Tract 9702,141216772,730787,+36.5290589,-81.5408788,53,37009970200,Ashe,97.6014109347443,97.6014109347443,97.6014109347443,0.05,24.4756834628986,0.74370709382151,1.44620811287478,0.105820105820106,89.5802168645021,50.4497751124438,16.4065094652939,11.1007895959127,27.8110944527736,3.95882818685669,17.9342411159083,41.4542728635682,35.1574212893553,25.3751250416806,17.8214523650899,0,21.5767025947532,2017,1528275101.60571,212017.179402819
41,37009970300,Census Tract 9703,214172842,538215,+36.4748945,-81.6702586,54,37009970300,Ashe,98.240589198036,98.240589198036,98.240589198036,0.05,14.5639198925463,2.81509916826615,1.3911620294599,0.368248772504092,90.1344541550703,55.8970099667774,15.3702318623785,13.3228014744602,30.6478405315615,4.9,24.3455497382199,33.8039867109635,32.5581395348837,29.4689603590127,21.7651458489155,0,21.1456335279376,2017,2311585420.66699,297650.940674164
42,37009970400,Census Tract 9704,83753560,288575,+36.4188993,-81.6022591,55,37009970400,Ashe,91.0057598582189,81.7678334071777,81.7678334071777,0.1,66.2147532171379,2.04855842185129,0.575985821887461,0.110766504209127,87.0728719640441,61.2797758056983,15.741935483871,20.268691588785,27.7440448388603,6.91854759568204,17.9139784946237,27.9775805698272,17.1415226529659,21.653713298791,18.7096774193548,0.420364315740308,31.8404961845955,2017,904758322.490601,219891.525117515
43,37009970500,Census Tract 9705,108111124,578734,+36.4247587,-81.4615725,56,37009970500,Ashe,84.0356813288219,82.7591510304522,82.7591510304522,0.1,64.0141973554118,2.67125099180111,0.169178714241772,0.615195324515534,86.9838709521728,60.5913173652695,20.7669322709163,11.6294947655894,31.5119760479042,2.33766233766234,23.5225763612218,27.6197604790419,20.7335329341317,23.8852946319287,13.7038315498792,4.82784431137725,26.5957024056903,2017,1170114694.62378,244138.432001882
44,37009970700,Census Tract 9707,237950614,1656454,+36.3294962,-81.5281812,57,37009970700,Ashe,94.2145922746781,94.2145922746781,93.2703862660944,0.0666666666666667,26.8542814894347,2.8746465598492,2.43776824034335,3.1244635193133,87.3503587307623,68.2148626817447,12.64,33.549362713329,21.7689822294023,3.7846273897776,26.7911111111111,24.1518578352181,21.2843295638126,7.59111111111111,13.4044444444444,0.484652665589661,32.3859272042199,2017,2579350250.02002,289022.565583283
45,37009970800,Census Tract 9708,315696880,4300360,+36.4495721,-81.3587905,58,37009970800,Ashe,97.43642753773,97.43642753773,97.43642753773,0.05,17.6712236724327,2.68996117581808,1.11639445937565,1.44717800289436,90.0362325615639,52.3523985239852,18.1068261497216,18.7162891046386,29.8892988929889,3.7677304964539,27.0158795627965,35.0553505535055,27.260147601476,16.5762004175365,13.3223345019592,0,26.8879514528285,2017,3445062562.87292,415871.55957407
46,37011930400,Census Tract 9304,136717297,0,+35.9886926,-81.9800087,63,37011930400,Avery,92.9327941459657,23.3005969574427,3.54323127286732,0.12,26.9875568683389,3.17796610169492,3.08107067205854,3.98613518197574,69.5954260012431,38.4399156711174,19.6576477084484,13.2972729321614,28.6718200983837,1.81050090525045,12.7185716915148,33.8721011946592,21.5741391426564,9.39306358381503,22.1098265895954,0,27.0430986028682,2017,1471475422.82214,213313.175653659
47,37001020802,Census Tract 208.02,4728198,33037,+36.0791566,-79.4275785,12,37001020802,Alamance,100,100,0,0.0426666666666667,1341.29463787067,1.18705035971223,0,0,81.8227003712663,51.9364044027721,19.8008488410056,4.71190781049936,37.3012637586629,1.00376411543287,13.8589618021548,29.8002445984509,22.5438238891154,32.3432884804726,19.6750902527076,3.22054626987362,24.178219856654,2017,51246864.5244141,32784.9160087881
48,37001020901,Census Tract 209.01,7888527,75902,+36.0566771,-79.4180572,13,37001020901,Alamance,100,100,22.5764306245101,0.2,501.895147135474,0.554870530209618,0,0,84.3581058930474,64.8330058939096,16.5533472803347,22.9010642491131,35.5599214145383,3.04247990815155,15.3242677824268,21.1525867714473,16.2409954158481,22.7771966527197,11.244769874477,5.56647020301244,34.1058024716453,2017,85723013.7113037,46465.2507439156
49,37001021000,Census Tract 210,3350020,0,+36.0772656,-79.3979263,15,37001021000,Alamance,100,100,0,0.0853333333333333,1260.97398873463,0.696055684454756,0,0,81.9248187952717,42.9184549356223,17.9930795847751,10.1718532280539,34.5187001839362,1.18384401114206,14.677047289504,40.0980993255671,24.5861434702636,43.7481868291268,18.1026979982594,4.04659717964439,18.2500164939215,2017,36057512.9648438,33892.2166213646
50,37001021701,Census Tract 217.01,4251814,63639,+36.0927095,-79.5291655,27,37001021701,Alamance,100,100,0,0.05,925.115164312521,6.91823899371069,0,0,82.2283344760952,76.0079312623926,10.9954058192956,55.5898226676947,23.5955056179775,6.61157024793388,35.2220520673813,14.4084600132188,13.0204890945142,2.86343612334802,18.2509505703422,2.11500330469266,36.5195262520058,2017,46449110.8227539,30420.5997946978
51,37003040100,Census Tract 401,155355089,177039,+35.9786489,-81.0654227,37,37003040100,Alexander,42.7439886845827,39.5473833097595,6.22347949080622,0.1,20.1739354033693,1.91204588910134,16.6336633663366,11.5417256011315,49.2624611692986,38.150289017341,18.703643985811,9.73850315599639,26.8373245251858,6.18828176431863,17.8329571106095,31.2138728323699,23.7819983484723,8.06191551112544,17.1235085456304,0,29.0613407657042,2017,1673967867.27771,223252.667600991
52,37003040300,Census Tract 403,73010549,307774,+35.8935399,-81.2619487,39,37003040300,Alexander,95.968992248062,91.6589147286822,0,0.0555555555555556,40.8305841834356,0,0.341085271317829,0.403100775193798,78.3293749595163,50.7384882710686,14.8250779355733,11.0692416391898,21.4596003475239,2.35294117647059,21.5102182196051,31.2771503040834,28.7576020851434,18.2196051264288,24.9047454104607,0,19.6857030738318,2017,789084708.629456,128711.700936457
53,37003040700,Census Tract 407,40233512,3817120,+35.8302549,-81.3009365,43,37003040700,Alexander,99.5910330202969,99.5910330202969,0,0.0714285714285714,166.939741188633,2.14876033057851,0,0.196910027264465,80.4890514012106,72.8290235430336,15.5776655776656,28.7998380894556,29.7568506368198,4.03005464480874,20.7009207009207,13.7784639135469,11.3083751447318,15.2212652212652,15.2509652509653,0.54033191817831,38.4951661512768,2017,474082263.721924,106321.22077036
54,37007920100,Census Tract 9201,263233126,11326382,+34.9873922,-79.9330024,47,37007920100,Anson,85.9006211180124,79.6894409937888,0,0.166666666666667,12.7825419857231,1.4030612244898,0.93167701863354,4.19254658385093,75.9152094702,48.8837567359507,18.6172128195895,7.49435665914221,20.8622016936105,0,19.4454447245229,32.6404926866821,24.3264049268668,20.2972091337441,24.3788260713,0,19.5194364032079,2017,2954636022.72668,304434.304761776
55,37007920200,Census Tract 9202,176647930,1173904,+35.0996781,-80.1049893,48,37007920200,Anson,81.6,60.3428571428571,0,0.16,10.7518309196319,1.61290322580645,0.4,39.2571428571429,70.0236989412764,57.5716234652115,20.6857785272625,11.2655449890271,29.1950886766712,3.19148936170213,17.7627880831928,27.8308321964529,21.9645293315143,12.9286115795391,17.0320404721754,0,31.1638588892533,2017,1913577261.36578,281820.99765581
56,37007920300,Census Tract 9203,317080845,140939,+35.0375084,-80.2373365,49,37007920300,Anson,73.6447275300778,17.23991507431,0,0.06,18.3579612055685,0.624082232011747,0.905874026893135,80.5095541401274,58.8352447805379,44.4888888888889,25.762071756137,6.25715375810759,31.8222222222222,0.326131267835304,12.8945238737524,27.2888888888889,20,13.4318103744418,17.2461037848947,0,30.6791226364146,2017,3413716256.30548,328661.5773931
57,37007920400,Census Tract 9204,106261198,71786,+35.0150268,-80.0839315,50,37007920400,Anson,94.3882886023004,93.691181596375,0,0.06,29.6409752242469,4.62068965517241,2.09132101777623,4.21749738584873,76.6660077793892,57.8947368421053,20.2711028958718,2.71099744245524,44.983552631579,0,13.0930375847197,27.4671052631579,25.5756578947368,32.2242760320394,19.8089956869994,0,27.8281303236771,2017,1144282701.97858,179037.919817844
58,37007920500,Census Tract 9205,91749251,341998,+34.9488852,-80.1089337,51,37007920500,Anson,99.1820768136558,99.1820768136558,0,0.16,69.5274397754018,1.22448979591837,0.177809388335704,0.302275960170697,80.5134438173834,58.9118960617134,25.7840311917274,17.1193232413179,24.4823386114495,4.22592442096709,20.5119511781658,28.9890377588307,27.6086073893626,22.9441803134355,17.4683988764045,0,28.2521642930127,2017,991033774.972229,153243.062453858
59,37007920600,Census Tract 9206,421505787,1548204,+34.8573699,-80.1191723,52,37007920600,Anson,68.2948689222496,9.72440062738069,0,0.166666666666667,10.3663056721882,1.08161258603736,2.80080663231011,32.7806408245575,61.948535419018,42.4080664294187,20.0860507246377,7.08185053380783,26.7497034400949,0,18.0932971014493,41.0438908659549,29.7153024911032,33.1444116980277,18.3405123554749,3.73665480427046,15.6954291824745,2017,4552747780.41138,375915.938542381
60,37011930100,Census Tract 9301,93059358,135747,+36.1982651,-81.9137003,59,37011930100,Avery,97.1922951354881,97.1922951354881,72.2820763956905,0.0666666666666667,34.4954757135572,2.8611797951254,1.56709108716944,1.24061377734247,86.6611449181782,68.8709677419355,37.5980687990344,29.9443601416287,20.7258064516129,4.76519337016575,17.893783946892,17.9838709677419,13.5483870967742,16.6409266409266,22.8675136116152,0,37.6361353096319,2017,1003157853.85669,219916.258113776
61,37011930301,Census Tract 9303.01,91782656,0,+36.1127906,-81.9405217,61,37011930301,Avery,99.1721381672852,85.6694262061091,11.247502141022,0.12,46.2919646299884,1.32835201328352,0.513845275478162,0.314016557236654,79.9619210497109,46.7073170731707,19.9714285714286,22.2466960352423,19.2682926829268,3.33333333333333,24.1428571428571,33.4756097560976,27.0731707317073,18.8837478311163,18.8150289017341,6.40243902439024,19.1254487103524,2017,987907771.78949,167191.671299914
62,37011930200,Census Tract 9302,206081001,309538,+36.0498505,-81.8294281,60,37011930200,Avery,94.4017563117453,84.4127332601537,8.92791803878522,0.12,14.6848464165773,0.966363129529827,5.48847420417124,0.109769484083425,73.3771142013362,65.9246575342466,11.6554721453971,31.2803103782735,27.4828767123288,6.12485276796231,33.0699328328724,22.6027397260274,13.3561643835616,15.2737752161383,18.1556195965418,0,31.2887377494984,2017,2221430176.04102,230725.112480402
